model,benchmark_value,TP,TN,FP,FN,AUC,training_set,val_set,loss,optimizer,lr,epochs,batch_size,balance,fft_len,fft_overlap,chunks,image_size,val_ratio,resampling,BENCHMARK_AUC,VAL_AUC_MAX,AUC_MAX,history_file,configfile
src.cnn.models.ga.1.model_1,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5381237268447876,9bdebc59-85a9-43c9-bcb0-b40b7ef6e95a.json,1.yaml
src.cnn.models.ga.1.model_2,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5090392827987671,952ed7b3-698e-44d8-ad07-e884883c85bc.json,1.yaml
src.cnn.models.ga.1.model_6,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5174347162246704,e6155043-5553-4280-bd36-5697c4ff15aa.json,1.yaml
src.cnn.models.ga.1.model_7,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5323834419250488,30f04df6-e3d6-46cf-9ea2-4fad38cbe93c.json,1.yaml
src.cnn.models.ga.1.model_8,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5087378025054932,4ccc336d-3690-4ba7-80b6-539b1eafab34.json,1.yaml
src.cnn.models.ga.1.model_9,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.508975088596344,9332a500-d6e5-4727-9d78-9048a6047d71.json,1.yaml
src.cnn.models.ga.1.model_10,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5247349739074707,1444b452-c632-4660-8331-ac35e6197718.json,1.yaml
src.cnn.models.ga.1.model_11,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5437628626823425,8c7e7941-57a8-4dc5-876a-7e18bb9fc007.json,1.yaml
src.cnn.models.ga.1.model_12,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5195044279098511,59b75e90-94f8-4774-87f3-1df57e954e4b.json,1.yaml
src.cnn.models.ga.1.model_13,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5113345980644226,538fc995-22aa-4d98-a06a-e8e0125aa939.json,1.yaml
src.cnn.models.ga.1.model_14,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5156062245368958,bf079534-86c7-4f25-aba6-b3fc92e17513.json,1.yaml
src.cnn.models.ga.1.model_16,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.525009274482727,453d8ebc-b500-4960-b926-b7f67c935be2.json,1.yaml
src.cnn.models.ga.1.model_17,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5356844663619995,840753ce-4c3e-40d1-bb2f-78e074398acb.json,1.yaml
src.cnn.models.ga.1.model_18,100.0,169.0,6.0,98.0,2.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5631185173988342,0.5631185173988342,0.5170884728431702,99c197d9-761d-462a-a3d0-104bfa0c35db.json,1.yaml
src.cnn.models.ga.1.model_19,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5251279473304749,075cb3cd-3df9-4dd8-b49c-865ce6b35898.json,1.yaml
src.cnn.models.ga.1.model_20,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5147620439529419,632ed1fb-5bb6-4dfc-be5b-b72c289896ed.json,1.yaml
src.cnn.models.ga.1.model_21,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5293042659759521,ecb32700-25d5-4bc0-bb68-0143bc663713.json,1.yaml
src.cnn.models.ga.1.model_22,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5360987782478333,f3eb7369-3199-4348-b7d5-b2d7b5e11adb.json,1.yaml
src.cnn.models.ga.1.model_23,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5236399173736572,741398ea-e91e-4697-b3ed-b1f9d23a091e.json,1.yaml
src.cnn.models.ga.1.model_24,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5311774611473083,b71c49c9-7bbc-4e19-921f-b5d8bfafca73.json,1.yaml
src.cnn.models.ga.1.model_25,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5051878094673157,689c1ea8-68af-44d0-8321-c8869981881a.json,1.yaml
src.cnn.models.ga.1.model_26,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5358381271362305,32bad276-dcc7-4f44-816e-929922aab27e.json,1.yaml
src.cnn.models.ga.1.model_27,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5058479309082031,0.5087719559669495,0.524033784866333,e7e04088-3f20-4147-97f8-d6bcbeafe8a9.json,1.yaml
src.cnn.models.ga.1.model_28,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.6005398035049438,0.5406728982925415,ee4b003f-bbf6-4692-ad2a-cc7efea29118.json,1.yaml
src.cnn.models.ga.1.model_29,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5138847827911377,ce015349-f789-454f-ba42-dca700e97f32.json,1.yaml
src.cnn.models.ga.2.model_1,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5620782375335693,0.5620782375335693,0.5107841491699219,92b224d7-093c-44a0-8c1e-b32a629142eb.json,2.yaml
src.cnn.models.ga.2.model_2,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5207648873329163,9bce5d31-d3c2-4aea-84f4-00bc75d20772.json,2.yaml
src.cnn.models.ga.2.model_3,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5137290954589844,b72e4772-525a-42f5-ae81-673c22cfd8f4.json,2.yaml
src.cnn.models.ga.2.model_4,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5090548396110535,d71e161f-fae3-4cba-94d7-f863d6180ec8.json,2.yaml
src.cnn.models.ga.2.model_5,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5195257663726807,60eb66c2-af5a-477a-8211-5dfc272f8412.json,2.yaml
src.cnn.models.ga.2.model_6,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5158571600914001,8bad6b38-4485-4287-89c7-6ba9da39608c.json,2.yaml
src.cnn.models.ga.2.model_7,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5250735282897949,fb45c90d-d8bd-4e2c-9414-ea821c0c35b2.json,2.yaml
src.cnn.models.ga.2.model_8,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5218697190284729,620861fb-d8f4-4d2a-8fb2-306b11ed0086.json,2.yaml
src.cnn.models.ga.2.model_9,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5194401741027832,f85506a4-cd37-4877-9bcb-7ed47827781b.json,2.yaml
src.cnn.models.ga.2.model_10,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5186913013458252,2994abb1-32b8-4973-91ed-2d197f48b03f.json,2.yaml
src.cnn.models.ga.2.model_11,103.0,167.0,5.0,99.0,4.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5691351890563965,0.5777384042739868,0.5219086408615112,9d8221ad-1949-4879-960e-5349f6d49110.json,2.yaml
src.cnn.models.ga.2.model_12,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5291525721549988,4c26dfa1-a68f-4d55-b91e-6239ce1e02f2.json,2.yaml
src.cnn.models.ga.2.model_13,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.53663569688797,ff551c56-1462-4a90-868e-8ee6e5f8fd4a.json,2.yaml
src.cnn.models.ga.2.model_14,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5336459279060364,696f9cd0-7a18-4cd7-8043-9b55bc129824.json,2.yaml
src.cnn.models.ga.2.model_15,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5233616828918457,5ac8fcc1-7a84-4a0d-93dc-5bb7dec76617.json,2.yaml
src.cnn.models.ga.2.model_16,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5196328163146973,8ba8c6cb-3e9f-4df9-9893-23f4dd3f1678.json,2.yaml
src.cnn.models.ga.2.model_17,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5264642834663391,9aedce25-2b09-41c1-b091-7015e8e9f054.json,2.yaml
src.cnn.models.ga.2.model_18,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5468518137931824,d7b0206f-daf4-408b-a632-a8f99f49e82f.json,2.yaml
src.cnn.models.ga.2.model_19,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5100352168083191,e7821234-cd0e-45a6-ad55-d399b62d2727.json,2.yaml
src.cnn.models.ga.2.model_20,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.1,500,32,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5,0.5172032117843628,b6638997-e9d3-4482-8552-125bdbdd1900.json,2.yaml
src.cnn.models.ga.1.model_1,98.0,134.0,43.0,61.0,37.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_focal_crossentropy,Adam,0.001,332,5,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.6570793986320496,0.6613810658454895,0.7159334421157837,6cd18ffb-0056-4fd4-a3b2-878a79b77080.json,config_1.yaml
src.cnn.models.ga.1.model_2,104.0,171.0,0.0,104.0,0.0,0,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/training,/home/michnaa/michna_fnkv/data/dataset/ch1_res60x240_octaves_fft1250_overlap625_resampleNone_t_svdadult_v_svdadult_balanced_True/validation,binary_crossentropy,Adam,0.0001,238,12,True,1250,625,1,"(60, 240)",0.6218181818181818,None,0.5,0.5304768085479736,0.49391353130340576,9b511c75-3067-4683-b0e1-675249ca768e.json,config_2.yaml
